ts	X	Y	U	V
237	0	0.00650853	1.97244e-316	0.00717994
238	0	0.00654402	1.97244e-316	0.00715878
239	0	0.00657939	1.97244e-316	0.00713717
240	0	0.00661467	1.97244e-316	0.0071152
241	0	0.00664983	1.97244e-316	0.00709281
242	0	0.00668488	1.97244e-316	0.00707025
243	0	0.00671982	1.97244e-316	0.00704777
244	0	0.00675464	1.97244e-316	0.00702404
245	0	0.00678935	1.97244e-316	0.00699986
246	0	0.00682393	1.97244e-316	0.00697578
247	0	0.0068584	1.97244e-316	0.00695133
248	0	0.00689275	1.97244e-316	0.00692729
249	0	0.00692697	1.97244e-316	0.0068996
250	0	0.00696105	1.97244e-316	0.00687294
251	0	0.006995	1.97244e-316	0.00684618
252	0	0.00702882	1.97244e-316	0.00681947
253	0	0.0070625	1.97244e-316	0.0067921
254	0	0.00709599	1.97244e-316	0.00673751
255	0	0.00712916	1.97244e-316	0.00666262
256	0	0.00716204	1.97244e-316	0.00662111
257	0	0.00719472	1.97244e-316	0.00658733
258	0	0.00722725	1.97244e-316	0.00655481
259	0	0.00725961	1.97244e-316	0.00652349
260	0	0.00729176	1.97244e-316	0.00646439
261	0	0.00732366	1.97244e-316	0.00642611
262	0	0.00735538	1.97244e-316	0.00639263
263	0	0.00738694	1.97244e-316	0.00635947
264	0	0.00741834	1.97244e-316	0.00632769
265	0	0.00744957	1.97244e-316	0.00629467
266	0	0.00748065	1.97244e-316	0.00626279
267	0	0.00751156	1.97244e-316	0.0062291
268	0	0.00754231	1.97244e-316	0.00619594
269	0	0.00757289	1.97244e-316	0.00616235
270	0	0.00760331	1.97244e-316	0.006128
271	0	0.00763355	1.97244e-316	0.00609339
272	0	0.00766362	1.97244e-316	0.00605837
273	0	0.00769352	1.97244e-316	0.00602389
274	0	0.00772325	1.97244e-316	0.005987
275	0	0.00775277	1.97244e-316	0.00594203
276	0	0.00778208	1.97244e-316	0.00590215
277	0	0.00781119	1.97244e-316	0.00586299
278	0	0.00784005	1.97244e-316	0.00579752
279	0	0.00786861	1.97244e-316	0.00574417
280	0	0.00789693	1.97244e-316	0.00570102
281	0	0.00792505	1.97244e-316	0.00565997
282	0	0.00795296	1.97244e-316	0.00562017
283	0	0.00798068	1.97244e-316	0.00557994
284	0	0.0080082	1.97244e-316	0.0055412
285	0	0.00803552	1.97244e-316	0.00550203
286	0	0.00806265	1.97244e-316	0.00545906
287	0	0.00808957	1.97244e-316	0.00541724
288	0	0.00811627	1.97244e-316	0.00537612
289	0	0.00814278	1.97244e-316	0.00533506
290	0	0.00816908	1.97244e-316	0.00529062
291	0	0.00819514	1.97244e-316	0.00523931
292	0	0.00822096	1.97244e-316	0.0051955
293	0	0.00824656	1.97244e-316	0.00515023
294	0	0.00827194	1.97244e-316	0.00510507
295	0	0.00829709	1.97244e-316	0.00505984
296	0	0.00832202	1.97244e-316	0.00501365
297	0	0.00834671	1.97244e-316	0.00496621
298	0	0.00837118	1.97244e-316	0.00491953
299	0	0.0083954	1.97244e-316	0.00487076
300	0	0.00841939	1.97244e-316	0.00482169
301	0	0.00844313	1.97244e-316	0.00477163
302	0	0.00846662	1.97244e-316	0.00472293
303	0	0.00848987	1.97244e-316	0.00467374
304	0	0.00851288	1.97244e-316	0.00462201
305	0	0.00853562	1.97244e-316	0.00457119
306	0	0.00855812	1.97244e-316	0.0045199
307	0	0.00858036	1.97244e-316	0.0044685
308	0	0.00860235	1.97244e-316	0.0044171
309	0	0.00862408	1.97244e-316	0.00436492
310	0	0.00864555	1.97244e-316	0.00431162
311	0	0.00866675	1.97244e-316	0.00425777
312	0	0.00868769	1.97244e-316	0.00420351
313	0	0.00870836	1.97244e-316	0.00414889
314	0	0.00872875	1.97244e-316	0.00409385
315	0	0.00874888	1.97244e-316	0.00403788
316	0	0.00876872	1.97244e-316	0.00398271
317	0	0.00878829	1.97244e-316	0.0039265
318	0	0.00880758	1.97244e-316	0.00387013
319	0	0.0088266	1.97244e-316	0.00381324
320	0	0.00884532	1.97244e-316	0.00375494
321	0	0.00886376	1.97244e-316	0.00369695
322	0	0.00888191	1.97244e-316	0.00363967
323	0	0.00889978	1.97244e-316	0.00358098
324	0	0.00891736	1.97244e-316	0.00352182
325	0	0.00893464	1.97244e-316	0.00346328
326	0	0.00895163	1.97244e-316	0.00340377
327	0	0.00896833	1.97244e-316	0.00334429
328	0	0.00898473	1.97244e-316	0.00328443
329	0	0.00900083	1.97244e-316	0.00322489
330	0	0.00901664	1.97244e-316	0.0031645
331	0	0.00903215	1.97244e-316	0.00310343
332	0	0.00904736	1.97244e-316	0.00304262
333	0	0.00906226	1.97244e-316	0.00298121
334	0	0.00907686	1.97244e-316	0.00291935
335	0	0.00909115	1.97244e-316	0.00285722
336	0	0.00910514	1.97244e-316	0.00279512
337	0	0.00911881	1.97244e-316	0.00273262
338	0	0.00913218	1.97244e-316	0.00266956
339	0	0.00914523	1.97244e-316	0.00260636
340	0	0.00915797	1.97244e-316	0.00254293
341	0	0.0091704	1.97244e-316	0.00247861
342	0	0.0091825	1.97244e-316	0.00241435
343	0	0.00919429	1.97244e-316	0.00234998
344	0	0.00920576	1.97244e-316	0.00228608
345	0	0.00921691	1.97244e-316	0.00222007
346	0	0.00922773	1.97244e-316	0.00215421
347	0	0.00923822	1.97244e-316	0.0020887
348	0	0.0092484	1.97244e-316	0.00202341
349	0	0.00925824	1.97244e-316	0.00195723
350	0	0.00926776	1.97244e-316	0.00189022
351	0	0.00927695	1.97244e-316	0.00182382
352	0	0.0092858	1.97244e-316	0.0017554
353	0	0.00929432	1.97244e-316	0.00168746
354	0	0.0093025	1.97244e-316	0.00161942
355	0	0.00931034	1.97244e-316	0.00155172
356	0	0.00931785	1.97244e-316	0.00148403
357	0	0.00932502	1.97244e-316	0.00141577
358	0	0.00933185	1.97244e-316	0.0013462
359	0	0.00933834	1.97244e-316	0.00127625
360	0	0.00934448	1.97244e-316	0.00120679
361	0	0.00935027	1.97244e-316	0.00113746
362	0	0.00935572	1.97244e-316	0.00106671
363	0	0.00936082	1.97244e-316	0.000996001
364	0	0.00936557	1.97244e-316	0.000924458
365	0	0.00936997	1.97244e-316	0.000852795
366	0	0.00937401	1.97244e-316	0.000781918
367	0	0.0093777	1.97244e-316	0.000710524
368	0	0.00938103	1.97244e-316	0.000639351
369	0	0.00938401	1.97244e-316	0.000566718
370	0	0.00938663	1.97244e-316	0.00049518
371	0	0.0093889	1.97244e-316	0.000422362
372	0	0.0093908	1.97244e-316	0.000348927
373	0	0.00939234	1.97244e-316	0.000275992
374	0	0.00939352	1.97244e-316	0.000202711
375	0	0.00939434	1.97244e-316	0.000128939
376	0	0.00939479	1.97244e-316	5.59314e-05
377	0	0.00939488	1.97244e-316	-1.89367e-05
378	0	0.00939459	1.97244e-316	-9.38176e-05
379	0	0.00939394	1.97244e-316	-0.000168009
380	0	0.00939292	1.97244e-316	-0.000241924
381	0	0.00939153	1.97244e-316	-0.000317692
382	0	0.00938977	1.97244e-316	-0.000393354
383	0	0.00938763	1.97244e-316	-0.000468577
384	0	0.00938512	1.97244e-316	-0.000544154
385	0	0.00938223	1.97244e-316	-0.000620514
386	0	0.00937896	1.97244e-316	-0.000696947
387	0	0.00937532	1.97244e-316	-0.00077298
388	0	0.0093713	1.97244e-316	-0.000849332
389	0	0.0093669	1.97244e-316	-0.00092606
390	0	0.00936212	1.97244e-316	-0.00100282
391	0	0.00935696	1.97244e-316	-0.00107976
392	0	0.00935142	1.97244e-316	-0.00115682
393	0	0.0093455	1.97244e-316	-0.00123433
394	0	0.00933919	1.97244e-316	-0.00131217
395	0	0.0093325	1.97244e-316	-0.0013907
396	0	0.00932541	1.97244e-316	-0.00146883
397	0	0.00931794	1.97244e-316	-0.0015472
398	0	0.00931008	1.97244e-316	-0.00162588
399	0	0.00930184	1.97244e-316	-0.00170489
400	0	0.0092932	1.97244e-316	-0.00178333
401	0	0.00928417	1.97244e-316	-0.00186298
402	0	0.00927474	1.97244e-316	-0.00194335
403	0	0.00926492	1.97244e-316	-0.00202243
404	0	0.00925471	1.97244e-316	-0.00210243
405	0	0.0092441	1.97244e-316	-0.00218266
406	0	0.00923309	1.97244e-316	-0.00226292
407	0	0.00922168	1.97244e-316	-0.00234322
408	0	0.00920988	1.97244e-316	-0.00242346
