#timestep, Fx, Fy
0.44, -0.687377, -0.00300058
0.441, -0.705109, 0.00528161
0.442, -0.68587, 3.88898e-05
0.443, -0.683459, 0.00278397
0.444, -0.683621, 0.00552937
0.445, -0.675117, 3.65231e-05
0.446, -0.703559, 0.00512272
0.447, -0.657442, 0.00272412
0.448, -0.666773, -0.00438129
0.449, -0.689634, 0.00322385
0.45, -0.662735, -0.00025746
0.451, -0.667354, 0.00206984
0.452, -0.667058, 0.005984
0.453, -0.656741, 1.84253e-05
0.454, -0.682819, 0.00293103
0.455, -0.641212, 0.00423798
0.456, -0.65683, -8.04829e-05
0.457, -0.654456, -0.000380776
0.458, -0.652969, 0.000197276
0.459, -0.65592, 0.00440174
0.46, -0.640964, 0.00230564
0.461, -0.638804, -0.00282319
0.462, -0.670989, 0.00762612
0.463, -0.638662, 0.00369753
0.464, -0.635183, 0.00129969
0.465, -0.628655, 0.00127928
0.466, -0.619247, -0.000738093
0.467, -0.660707, 0.00575258
0.468, -0.622027, 0.002604
0.469, -0.619943, -6.58957e-05
0.47, -0.615587, 0.00628311
0.471, -0.628138, 0.000992788
0.472, -0.64339, 0.0022333
0.473, -0.600145, 0.00282635
0.474, -0.620397, -0.000354106
0.475, -0.603342, 0.00124797
0.476, -0.615711, -0.00106878
0.477, -0.630927, 0.00575654
0.478, -0.581521, 0.00137173
0.479, -0.605997, -0.00309307
0.48, -0.612617, 0.00260937
0.481, -0.612293, 0.00159435
0.482, -0.612532, 0.00583843
0.483, -0.571192, 0.00266998
0.484, -0.59896, -0.00181108
0.485, -0.604916, 0.00358329
0.486, -0.59581, 0.000460161
0.487, -0.599608, 0.00460584
0.488, -0.559484, 0.00396368
0.489, -0.590693, -0.00254784
0.49, -0.604192, 0.00352524
0.491, -0.574649, 0.000147613
0.492, -0.578271, 0.00429145
0.493, -0.559484, 0.003304
0.494, -0.578326, -0.00189812
0.495, -0.599538, 0.00470909
0.496, -0.561457, -0.000677707
0.497, -0.565776, 0.00418621
0.498, -0.544443, 0.00306963
0.499, -0.566407, -0.00138658
0.5, -0.587941, 0.00468805
0.501, -0.550222, -0.000599313
0.502, -0.552208, 0.00396234
0.503, -0.531203, 0.00284436
0.504, -0.552723, -0.00148867
0.505, -0.57567, 0.00380867
0.506, -0.537633, 0.00105269
0.507, -0.539202, 0.00269351
0.508, -0.519076, 0.00382818
0.509, -0.54143, -0.000458555
0.51, -0.562098, 0.00425212
